"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Rourkela","BP-RRK-2022-03-09-001528","BPA1","2022-03-09","2022-03-09","APPROVED","BP/RRK/000076","2022-03-28"
"Berhampur","BP-BAM-2022-05-04-003186","BPA2","2022-05-04",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001672","BPA1","2022-03-14","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000932","BPA1","2022-02-17",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-27-002940","BPA1","2022-04-27","2022-04-27","APPROVED","BP/CTC/000164","2022-05-06"
"Bhubaneswar","BP-BMC-2022-03-04-001355","BPA1","2022-03-04","2022-03-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001012","BPA1","2022-02-21","2022-02-21","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-07-001451","BPA1","2022-03-07",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002061","BPA1","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001596","BPA1","2022-03-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001285","BPA1","2022-03-02","2022-03-03","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-11-002436","BPA1","2022-04-11","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-25-002847","BPA2","2022-04-25","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-05-003251","BPA1","2022-05-05",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-12-002493","BPA2","2022-04-12","2022-04-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-05-13-003560","BPA1","2022-05-13","2022-05-13","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-04-003185","BPA1","2022-05-04",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Sambalpurdevelopmentauthority","BP-SDA-2022-02-17-000941","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001677","BPA1","2022-03-14","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-31-002064","BPA3","2022-03-31","2022-05-19","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Chatrapur","BP-CHH-2022-02-17-000943","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000946","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002062","BPA1","2022-03-31","2022-04-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003572","BPA1","2022-05-13","2022-05-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000918","BPA1","2022-02-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001240","BPA1","2022-02-28",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001597","BPA1","2022-03-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001760","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-18-001822","BPA2","2022-03-18","2022-03-18","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001305","BPA1","2022-03-02","2022-03-03","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-09-003407","BPA2","2022-05-09",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-11-002437","BPA1","2022-04-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-06-002287","BPA2","2022-04-06","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-14-002532","BPA1","2022-04-14","2022-04-15","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-21-002712","BPA1","2022-04-21",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001812","BPA2","2022-03-17","2022-03-18","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-09-003404","BPA1","2022-05-09","2022-05-19","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-18-000955","BPA1","2022-02-18",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-13-002510","BPA1","2022-04-13",NULL,"INITIATED",NULL,NULL
"Jatni","BP-JTN-2022-02-28-001243","BPA1","2022-02-28",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-16-000902","BPA2","2022-02-16","2022-02-18","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2021-12-08-000183","BPA1","2021-12-08","2022-02-22","APPROVED","BP/SMB/000102","2022-04-11"
"Bhubaneswar","BP-BMC-2022-02-17-000921","BPA1","2022-02-17","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-18-000959","BPA1","2022-02-18","2022-02-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001761","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-09-003408","BPA1","2022-05-09",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-28-001984","BPA1","2022-03-28","2022-03-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-16-000898","BPA1","2022-02-16","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-04-002198","BPA1","2022-04-04",NULL,"INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-21-002689","BPA1","2022-04-21",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-02-10-000780","BPA1","2022-02-10","2022-02-11","REJECTED",NULL,NULL
"Cuttack","BP-CTC-2022-05-20-003748","BPA1","2022-05-20",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-17-001814","BPA1","2022-03-17","2022-03-17","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001244","BPA1","2022-02-28","2022-03-03","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-04-002199","BPA1","2022-04-04","2022-04-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-03-09-001529","BPA1","2022-03-09","2022-03-09","APPROVED","BP/RRK/000095","2022-04-08"
"Rourkela","BP-RRK-2022-01-22-000512","BPA1","2022-01-22","2022-01-24","REJECTED",NULL,NULL
"Rourkela","BP-RRK-2022-02-28-001246","BPA1","2022-02-28","2022-03-03","APPROVED","BP/RRK/000067","2022-03-16"
"Bhubaneswar","BP-BMC-2022-03-14-001690","BPA1","2022-03-14","2022-05-19","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001762","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-04-30-003066","BPA1","2022-04-30","2022-05-05","APPROVED","BP/BED/000187","2022-05-12"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-18-000971","BPA1","2022-02-18",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001816","BPA2","2022-03-17","2022-03-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000972","BPA1","2022-02-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-12-002494","BPA1","2022-04-12","2022-04-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001636","BPA1","2022-03-12","2022-03-14","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-05-13-003574","BPA2","2022-05-13","2022-05-13","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-23-002803","BPA1","2022-04-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-17-003659","BPA1","2022-05-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-14-002535","BPA2","2022-04-14",NULL,"APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001600","BPA1","2022-03-11",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-07-003322","BPA1","2022-05-07","2022-05-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001764","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Rourkeladevelopmentauthority","BP-RDA-2022-04-25-002851","BPA1","2022-04-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-19-000985","BPA1","2022-02-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001796","BPA2","2022-03-17","2022-03-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001535","BPA1","2022-03-09","2022-03-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-27-002938","BPA1","2022-04-27","2022-04-27","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-20-001841","BPA2","2022-03-20",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000979","BPA1","2022-02-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Rourkela","BP-RRK-2022-04-05-002202","BPA1","2022-04-05",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-04-001376","BPA1","2022-03-04","2022-03-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-23-002804","BPA1","2022-04-23","2022-04-23","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-13-002511","BPA1","2022-04-13","2022-04-21","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-05-04-003180","BPA1","2022-05-04",NULL,"INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-19-000980","BPA1","2022-02-19","2022-02-19","APPROVED","BP/RRK/000064","2022-03-10"
"Bhubaneswar","BP-BMC-2022-04-08-002351","BPA1","2022-04-08","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-03-16-001765","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-05-002204","BPA2","2022-04-05","2022-04-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-16-001783","BPA1","2022-03-16","2022-03-17","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-13-002509","BPA1","2022-04-13","2022-04-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-12-002444","BPA1","2022-04-12","2022-05-02","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001538","BPA1","2022-03-09","2022-04-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-05-002248","BPA1","2022-04-05",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000992","BPA1","2022-02-19","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-02-12-000834","BPA1","2022-02-12","2022-02-12","APPROVED","BP/BED/000050","2022-02-19"
"Bhubaneswar","BP-BMC-2022-05-02-003108","BPA1","2022-05-02","2022-05-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001539","BPA2","2022-03-09","2022-03-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001844","BPA1","2022-03-21","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-08-000728","BPA1","2022-02-08","2022-02-16","APPROVED","BP/RRK/000060","2022-03-08"
"Sambalpur","BP-SMB-2022-04-13-002514","BPA1","2022-04-13","2022-04-13","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Berhampur","BP-BAM-2022-03-31-002092","BPA1","2022-03-31","2022-04-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-08-000743","BPA2","2022-02-08","2022-02-11","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-02-20-000999","BPA2","2022-02-20",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-08-000729","BPA1","2022-02-08","2022-02-16","APPROVED","BP/RRK/000061","2022-03-08"
"Bhubaneswar","BP-BMC-2022-02-21-001003","BPA2","2022-02-21",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-06-002290","BPA2","2022-04-06","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-01-002099","BPA2","2022-04-01","2022-04-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001607","BPA1","2022-03-11",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-25-002849","BPA1","2022-04-25","2022-04-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-18-001826","BPA1","2022-03-18","2022-03-18","APPROVED","BP/BED/000130","2022-04-27"
"Berhampur","BP-BAM-2022-05-04-003196","BPA2","2022-05-04",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-25-001939","BPA2","2022-03-25",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-15-001712","BPA1","2022-03-15",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-08-003358","BPA2","2022-05-08","2022-05-14","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-26-001183","BPA2","2022-02-26","2022-03-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-05-003232","BPA1","2022-05-05","2022-05-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-05-003217","BPA1","2022-05-05","2022-05-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001010","BPA2","2022-02-21",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001229","BPA1","2022-02-28","2022-03-06","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-07-002317","BPA1","2022-04-07","2022-04-28","APPROVAL_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-03-23-001903","BPA2","2022-03-23",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000996","BPA1","2022-02-19","2022-02-20","APPROVED","BP/BMC/000132","2022-04-27"
"Cuttack","BP-CTC-2022-03-17-001795","BPA1","2022-03-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Berhampur","BP-BAM-2022-05-05-003198","BPA1","2022-05-05",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000923","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-05-18-003697","BPA1","2022-05-18","2022-05-19","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-28-002996","BPA2","2022-04-28","2022-04-29","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Jatni","BP-JTN-2022-03-16-001770","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-11-000804","BPA2","2022-02-11","2022-02-11","REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000756","BPA2","2022-02-09","2022-02-15","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-04-000680","BPA1","2022-02-04","2022-02-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-05-06-003305","BPA1","2022-05-06","2022-05-10","APPROVED","BP/BAM/000198","2022-05-19"
"Bhubaneswar","BP-BMC-2022-03-25-001941","BPA1","2022-03-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-25-001954","BPA1","2022-03-25","2022-04-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-23-001905","BPA1","2022-03-23","2022-03-23","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-07-002306","BPA2","2022-04-07","2022-05-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003577","BPA1","2022-05-13","2022-05-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-04-000684","BPA1","2022-02-04","2022-02-15","APPROVED","BP/RRK/000074","2022-03-25"
"Bhubaneswar","BP-BMC-2022-03-09-001547","BPA1","2022-03-09",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001023","BPA1","2022-02-21","2022-02-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-05-002225","BPA1","2022-04-05",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-04-000689","BPA2","2022-02-04","2022-02-07","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-07-002315","BPA2","2022-04-07","2022-04-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001157","BPA1","2022-02-25","2022-03-02","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001846","BPA1","2022-03-21","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-28-001990","BPA2","2022-03-28",NULL,"INITIATED",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-05-13-003578","BPA1","2022-05-13","2022-05-18","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002029","BPA1","2022-03-30",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-07-000719","BPA1","2022-02-07","2022-02-21","APPROVED","BP/BDA/000071","2022-03-22"
"Berhampur","BP-BAM-2022-04-27-002961","BPA1","2022-04-27",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-25-001943","BPA1","2022-03-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Rourkela","BP-RRK-2022-04-08-002361","BPA1","2022-04-08","2022-04-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Rourkela","BP-RRK-2022-04-03-002151","BPA1","2022-04-03","2022-04-05","APPROVED","BP/RRK/000151","2022-05-02"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001031","BPA1","2022-02-22",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002352","BPA1","2022-04-08","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-13-002498","BPA2","2022-04-13","2022-04-13","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001548","BPA1","2022-03-09","2022-03-15","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-05-003236","BPA1","2022-05-05",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-04-12-002447","BPA1","2022-04-12",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-01-002097","BPA1","2022-04-01",NULL,"PENDING_APPL_FEE",NULL,NULL
"Cuttackdevelopmentauthority","BP-CDA-2022-03-23-001907","BPA2","2022-03-23",NULL,"INITIATED",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002888","BPA1","2022-04-26","2022-04-26","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001640","BPA1","2022-03-12","2022-03-15","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001034","BPA1","2022-02-22","2022-02-22","APPROVED","BP/BMC/000073","2022-03-25"
"Berhampur","BP-BAM-2022-03-25-001945","BPA1","2022-03-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-22-001883","BPA1","2022-03-22","2022-03-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-03-15-001694","BPA1","2022-03-15","2022-03-15","APPROVED","BP/RRK/000077","2022-03-28"
"Bhubaneswar","BP-BMC-2022-02-26-001201","BPA1","2022-02-26","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001015","BPA1","2022-02-21","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001849","BPA1","2022-03-21","2022-03-23","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001735","BPA1","2022-03-15",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-06-002293","BPA1","2022-04-06",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000915","BPA1","2022-02-17","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003564","BPA1","2022-05-13","2022-05-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-05-003216","BPA1","2022-05-05",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampur","BP-BAM-2021-12-10-000193","BPA1","2021-12-10","2021-12-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001019","BPA1","2022-02-21","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-19-001833","BPA1","2022-03-19","2022-03-20","REJECTED",NULL,NULL
"Jatni","BP-JTN-2022-03-16-001774","BPA1","2022-03-16","2022-03-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001018","BPA1","2022-02-21",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-12-001621","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-02-002122","BPA1","2022-04-02","2022-04-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-24-001909","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001707","BPA2","2022-03-15","2022-03-15","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-25-001947","BPA1","2022-03-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-19-001832","BPA2","2022-03-19","2022-03-23","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001044","BPA1","2022-02-22",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001775","BPA2","2022-03-16",NULL,"PENDING_APPL_FEE",NULL,NULL
"Cuttack","BP-CTC-2022-03-15-001740","BPA1","2022-03-15","2022-03-15","APPROVED","BP/CTC/000068","2022-03-21"
"Bhubaneswar","BP-BMC-2022-02-22-001047","BPA1","2022-02-22",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002720","BPA1","2022-04-21",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-21-002731","BPA1","2022-04-21",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002357","BPA1","2022-04-08","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-01-002103","BPA1","2022-04-01","2022-04-29","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002073","BPA1","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-05-05-003240","BPA1","2022-05-05",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-28-002990","BPA1","2022-04-28","2022-04-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-02-21-001022","BPA1","2022-02-21","2022-03-16","REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-28-002962","BPA1","2022-04-28","2022-04-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
